,Users,Review_date,Review_content,Rating
1127,Vivek Narwade,a year ago,"One of the best Movie ....🔥🔥🔥

Kamal Haasan + Vijay Sethupathi + Fahad Fasil

And Surya ( Surprise) package....!!


A new Mafia Universe series is in making....!!"," Rated 5.0 out of 5, "
1128,vidhya sivashanmugam,a year ago,"Very  very  very very good  film. 
Best music . Super acting  . Super Mass 😆😝🤗"," Rated 5.0 out of 5, "
1129,PARMESHWAR SINGH,a year ago,Awesome movie never disappoint even for 1 second and best movie of 2022 . Love it," Rated 5.0 out of 5, "
1130,s.k. chopra,a year ago,"Most disappointed to see this movie, by Kamal Hassan. Expected a much better out of the movie. But nothing special was seen. 👎"," Rated 2.0 out of 5, "
1131,vinisa velu,a year ago,"Excellent movie . Must watch in teater. Sound , music and action was excellent 👍👍👍"," Rated 5.0 out of 5, "
1132,Navinder Saraon,a year ago,Through out the movie there is utter confusion.. who is who.. what is their mission .. not clear toll the end .. too much violence with no agenda.. sat through the movie with great difficulty.. not recommended at all," Rated 2.0 out of 5, "
1133,Mahesh peddasingh,a year ago,Mvie was to gud And Kamalashaan Acting is highlight  of The in this film over all all actress are Huge  Tallented ..actress," Rated 5.0 out of 5, "
1134,C M,a year ago,Excellent film from Kamal Hassan and Director Lokesh... Pan India / world movie.. should be dubbed in English too for world audience.," Rated 5.0 out of 5, "
1135,Abid Ajad,a year ago,"What a movie man.
After KGF 2 this is gonna blockbuster.
Must watchable movie."," Rated 5.0 out of 5, "
1136,Gokulakannan Gopalakrishnan,a year ago,Need to watch... In my experience this is the only movie which most wonderful because after the movie in theater all the people are clapped...," Rated 5.0 out of 5, "
1137,ashwin salim,a year ago,All time cinema legend kamal hassan has proved once again that no one can beat him in this industry," Rated 5.0 out of 5, "
1138,vadivarasan MBBS,a year ago,Great action thriller Film...This movie shows us that the character of actors gives the good movies but the man behind the characters gives the best and charming movies...!!," Rated 4.0 out of 5, "
1139,Lakshminarayana Deevi,a year ago,"Vikram movie excellent, kamalhaasan performens next level, vijay sethupathi& fahidhfasil acting superb.  Director very talented."," Rated 4.0 out of 5, "
1140,laa creators,a year ago,"Superb movie. After a long wait for a good film in Tamil, Vikram saves for the best."," Rated 5.0 out of 5, "
1141,Madhu Vamsi,a year ago,2022 best flim watched . Flim has taken audience another level must watched flim. Loved it," Rated 5.0 out of 5, "
1142,GOVIND PRAJAPATI,a year ago,"After a spate of bad movies from big stars
it was a welcome change to watch a well made movie. 
Father of Bollywood Movies."," Rated 5.0 out of 5, "
1143,Krishna Moorthy,a year ago,"Well executed screenplay!!
Good sequel...
Must watchable...
#LokiVerse
Just loved it..."," Rated 5.0 out of 5, "
1144,Jay Ramola,a year ago,Superbly super. Background Music is awesome. Better than KGF and Pushpa...," Rated 5.0 out of 5, "
1145,Ammar Khan,a year ago,very good movie all realistic except the climax scene of kid. every thing was well made.," Rated 5.0 out of 5, "
1146,murali r,a year ago,Kamal is on God mode... Must watch movie. Firstly watch Kaithi before watching 'Vikram'. Surya's part..... We can see a devil 😂," Rated 5.0 out of 5, "
1147,Vanilla Sky,a year ago,It’s a superb movie. Worth watching. Love the acting," Rated 5.0 out of 5, "
1148,baskar dsb,a year ago,"I watched this movie in the edge of the chair.
Amazing movie, After VikramVedha this movie gives a feeling for the money was worth to watch a movie in theatre."," Rated 5.0 out of 5, "
1149,Pallav Prashar,a year ago,"This is the one of the fabulous movie ,I ever watch in my life .This kind of movies  uplift the  India's cinema level ."," Rated 5.0 out of 5, "
1150,Somnath Dutta,a year ago,Don't waste your time in reading reviews.Watch it on hotstar as soon as possible. It is a lifetime experience.," Rated 5.0 out of 5, "
1151,Dharshini Eva,a year ago,"What a movie sajii....goosbooms in my hands and entire theatre 🎭🎭🎭🎭🎭🎭
Lokesh sir going to rock this Kollywood as a Hollywood movie range as marvel comics"," Rated 5.0 out of 5, "
1152,MTP BOY,a year ago,It shows hard work of whole Vikram team and Loki great all the best Loki for next universe waiting for t67," Rated 5.0 out of 5, "
1153,Abinash kumar Sahoo,a year ago,"I am speechless no word for this movie class mass and action pack movie 
this movie batter then kgf one and please experience in theater"," Rated 5.0 out of 5, "
1154,Henry Joseph,a year ago,Excellent movie. Go and watch . Don't miss it. Love you kamal sir.," Rated 4.0 out of 5, "
1155,Tamilraja F,a year ago,Extraordinary movie such a wonderful actionpic tamil film all the characters acting amazing finally the captain Lokesh kanagaraj hattsoff," Rated 5.0 out of 5, "
1156,Suyash Gondkar,5 months ago,"Story is very good, casting is great and Bgm is incredible
If you love mass action movies then you should watch this"," Rated 5.0 out of 5, "
1157,MILIND JANGAM,11 months ago,"Great creation, no doubt Kamal Hasan is a great actor... Bollywood should learn from South industry"," Rated 4.0 out of 5, "
1158,ahmed fawad,2 months ago,Yes movie was good but let me tell you so far best climax of action movie. Surya took this movie on another level.🔥," Rated 5.0 out of 5, "
1159,Manjunathan K,a year ago,"Unequal; incomparable; imparallel; unique; ultimate; complete; extraordinary; Superb; share for all; must watch all!!!
VIKRAM THE GREAT"," Rated 5.0 out of 5, "
1160,ANSH Gaming2004,4 months ago,Awesome movie I love the film the connection with Kaithi and this is a masterpiece and when Rolex and Arjun das entry," Rated 5.0 out of 5, "
1161,Phani Surya,a year ago,Worth watching. Unbelievable experience. Stunning performance by whole team.," Rated 5.0 out of 5, "
1162,Irene Paul,a year ago,"What an epic multi-starrer! 
intrisically nuanced script that is a treat to watch"," Rated 5.0 out of 5, "
1163,Subash Ganesh,a year ago,Wow . What a movie . Superb enjoyed every bit of it.," Rated 5.0 out of 5, "
1164,ro bin,a year ago,"Goosbumps surya's cameo Rolex sir🔥😻
The reason lokesh sir my fav writer director
Vijay sir fahadh sir kamal sir mindblowing 
Anirudh sir's bgm superb🔥😍"," Rated 5.0 out of 5, "
1165,Raktim Hara,a year ago,"Fantastic blockbuster movie after KGF 2.Just waiting for the second part.
This movie also creat history in flim world."," Rated 5.0 out of 5, "
1166,krishna Narasimha Reddy Yerasi,a year ago,Verey level 🎚️ Kamal Hassan action unstoppable . I think 💬 so lokesh kanakaraju in future upcoming stanle be like Marvel studios," Rated 5.0 out of 5, "
1167,LOKESHWARI TEJAVATH,a year ago,Completely stunned by the story ..acting performances..ulaganayagan action scenes are top notch.. vere level...allover blockbuster film..must watch," Rated 5.0 out of 5, "
1168,Narmada R,a year ago,"Finally an action movie with no logic loopholes! Clever stunts, screenplay and camera angles!"," Rated 5.0 out of 5, "
1169,Anonymous Person,a year ago,"SPEECHLESS !!!!!!!!!!!!
ITS A TRUE MASTERPIECE JUST DON'T MISS IT .
100% WORTH IT IF YOU LOVE ACTION/THRILLER"," Rated 5.0 out of 5, "
1170,sri enterprise,a year ago,"The narration was very good to understand to a common peoples. Cast and crew wow....No more words..
.Just...Vikram..Vikram..."," Rated 4.0 out of 5, "
1171,Megha Jain,a year ago,"amazing movie , Kamal Hassan has rocked the role and the entire cast is very strong cant wait for sequel"," Rated 5.0 out of 5, "
1172,Amgoth Sunitha,a year ago,Power packed action enternier bgm top notch and total cast and crew gave their 100 percent effort and the effort works successfulu," Rated 5.0 out of 5, "
1173,arun kumar,a year ago,"Mind blowing  movie.. Indian best Action movie 
Lokesh hat’s off 👏👏  Kamal Hassan 🔥🔥bagath ⚡️⚡️Vjs 💥💥💥 surya 🔥💥🔥 finally Anirudh ☄️☄️☄️"," Rated 5.0 out of 5, "
1174,Dharmin patel Dharmin Patel,a year ago,"Movie like a universe superb , kamal hashan outstanding performance, Vijay superb, fafa Faizal outstanding performance ek number story is upar, action is super"," Rated 5.0 out of 5, "
1175,Dhiraj Rathi,a year ago,"One of the best Movie ever, Story, Action, and everything just was the best, 1st half it was Good, at 2nd its just Best"," Rated 5.0 out of 5, "
1176,Kamal Kumar,a year ago,Ultimate power packed entertainment… Kamal sir has its own style…. All characters are amazing 👌👌," Rated 5.0 out of 5, "
1177,Haridass M,a year ago,Vikram movie is nice performance in kamal ulaganayagn and surya and others actors very excellent performance thanks to lokesh and our teams," Rated 5.0 out of 5, "
1178,Sathish Roc,a year ago,Vijaysethupathi and fahad fazil acting good. Movie direction good. It's worth to watch.," Rated 4.0 out of 5, "
1179,Vignesh Vijayakumar,a year ago,Best action film of 2022. Just awesome. I loved it.," Rated 5.0 out of 5, "
1180,Sagar Bagga,a year ago,"Awesome movie 
No one movie could be compare with this. 
After long time watch awesome movie"," Rated 5.0 out of 5, "
1181,Lalitha ch,a year ago,"Excellent direction...what a performance really appreciate all..
Kamal Hassan, Vijay Sethupathi & Fahadh fassil have blasted on the screen"," Rated 5.0 out of 5, "
1182,Sathish Lenin,a year ago,"Excellent movie, congratulationsto all the actors who worked in this movie especially to lokesh and anirudh and very much happy"," Rated 5.0 out of 5, "
1183,Saikumar Palla,9 months ago,"One of the best movies in recent times..
Superb acting by all lead roles."," Rated 5.0 out of 5, "
1184,Ravi kalahasthi,a year ago,Sitting on seat edge.kudos to director and music director. Completely thrilled while watching movie.," Rated 5.0 out of 5, "
1185,ayan mondal,a year ago,"amazing story line //all cast are awesome but specially agent TINA,,, and i think she deserve to more SCREENS TIME."," Rated 5.0 out of 5, "
1186,Velavan Horti,a year ago,Amazed to see such a movie with aandavar at his best. Ani's awe...❤️ Loki's limitless effort...🔥," Rated 5.0 out of 5, "
1187,Satender Kumar,11 months ago,"I liked Vikram movie very much, and the movie story is also very good, I have liked everyone's acting very much, someone must have seen this movie.."," Rated 5.0 out of 5, "
1188,Shruti Ramakrishnan,a year ago,I haven't seen any better South Indian movie than Vikram. This one is even better than the first one!," Rated 5.0 out of 5, "
1189,Sunil Kumar,a year ago,Awesome movie experience guys  @ if my uncle is in live @ definitely he will enjoy this movie for sure," Rated 5.0 out of 5, "
1190,mukul chhabra,11 months ago,Class apart !  fan of regional Indian cenima ! Hassan sahab tussi great ho," Rated 5.0 out of 5, "
1191,Phaneendra Bheesetti,a year ago,You can enjoy every second. Kamal sir comeback movie!! Bang bang!!," Rated 5.0 out of 5, "
1192,Udaya Shankar.B.R.,a year ago,Once fan of Kamal Hassan.. use to see first day first show.. but once he entered politics I stop seeing his movies everyone knows why ?..    .      I need not explain the reason...," Rated 1.0 out of 5, "
1193,Raja Hasim Ahmed,a year ago,"Superb movie.
Kamal Hassan Sir ❤️ you nailed it
South Indian movie industry hats off"," Rated 5.0 out of 5, "
1194,Sailaja K,a year ago,Amazing movie....must watch....Kamal Hasan real vishwaroopam...loved d role of Fahad....Surya...is ...wow!!!!expecting more from Lokesh Kanagaraj....keep going....," Rated 5.0 out of 5, "
1195,Sayed Yaseen,a year ago,One of the greatest action movie ever made in India. Loved it totally.," Rated 5.0 out of 5, "
1196,GOPAL N S,a year ago,"With talented and capable actors, and a baseless illogical story. Its a total waste of time and valuable money. No hard feelings."," Rated 1.0 out of 5, "
1197,abishek murali,a year ago,Prepare to have your mind blown. Warning - Do watch Kaithi before you watch this any you'll enjoy your movie more," Rated 5.0 out of 5, "
1198,vaishnavivenkatraman vaishnavivenkatraman,a year ago,The best action film ever I seen❤️💯💥 Logesh kanagaraj on fire 🔥 🔥its deserves an award.," Rated 5.0 out of 5, "
1199,Santosh Ghimire,a year ago,Superb acting from main characters and babbal cinematography. Hats off to entire team.," Rated 5.0 out of 5, "
1200,Archana S,a year ago,Ppl must watch this movie...happy to c see all big stars in one frame😍..😘Paisa wasool...🤝👏👏," Rated 5.0 out of 5, "
1201,Balaji S,a year ago,"Excellent direction from lekesh, Excellent acting from kamala Hasan. GOOD background score anirudh.nice mass entertainment."," Rated 4.0 out of 5, "
1202,vikram sankar,a year ago,Best  best action pack movie 🎥🎥🎥🎥 and roaring success for vikram vikram and great effort from lokesh kanaraj anna 4 blockbuster movies," Rated 5.0 out of 5, "
1203,FP Planning,a year ago,super. world class movie. excellent picture. will cross 1000 crores," Rated 5.0 out of 5, "
1204,Keith lobo,a year ago,"Multi starer, given equal importance to Vijay sethupathi, Fahid Fasil, (acting by all awesome) entry by Suriya and BGM by Anirudh

Direction by Lokesh superb"," Rated 5.0 out of 5, "
1205,Sameer Fb,a year ago,"a perfectly balanced movie, with 3 best actors. this one is gonna be sung through history"," Rated 5.0 out of 5, "
1206,jacqueline samson,a year ago,"What a awesome action movie to watch after a long time,Kamal Hassan the best.Fahad,vijay sethupathi were great."," Rated 5.0 out of 5, "
1207,peanut on butter,a year ago,this movie was soo good the action sequences was very thoughtfully taken and story was not very boring overall a roller coster," Rated 5.0 out of 5, "
